,0,1,2,3,4
2657,نوشتن,n a v i ʃ t a n,نوشتن,CANNNNNNOT,n a v i S t a n
2658,نوشتن,n a w ɪ ʃ t a n,نوشتن,CANNNNNNOT,n a w i S t a n
2659,نوشتن,n e v e ʃ t æ n,نوشتن,CANNNNNNOT,n e v e S t a n
2660,نوشتن,n æ v e ʃ t æ n,نوشتن,CANNNNNNOT,n a v e S t a n
2661,نوشیدن,n uː ʃ iː d æ n,نوشیدن,CANNNNNNOT,n A S i d a n
2662,نوع,n a v ʔ,نوع,CANNNNNNOT,n a v ʔ
2663,نوع,n a w ʔ,نوع,CANNNNNNOT,n a w ʔ
2664,نوع,n o w ʔ,نوع,CANNNNNNOT,n o w ʔ
2665,نوع,n oː,نوع,CANNNNNNOT,n oː
2666,نوم,n oː m,نوم,CANNNNNNOT,n oː m
2667,نوم,n uː m,نوم,CANNNNNNOT,n A m
2668,نومد,n o w m a d,نومد,CANNNNNNOT,n o w m a d
2669,نوک,n v æ k,نوک,CANNNNNNOT,n v a k
2670,نوکر,n a w k a r,نوکر,CANNNNNNOT,n a w k a r
2671,نوکر,n æ ʊ k æ ɾ,نوکر,CANNNNNNOT,n a ʊ k a r
2672,نوین,n a v i n,نوین,CANNNNNNOT,n a v i n
2673,نوین,n a v iː n,نوین,CANNNNNNOT,n a v i n
2674,نوین,n a w iː n,نوین,CANNNNNNOT,n a w i n
2675,نوین,n e v iː n,نوین,CANNNNNNOT,n e v i n
2676,نوین,n æ v iː n,نوین,CANNNNNNOT,n a v i n
2677,نژادها,n e ʒ ɒː d h ɒː,نژادها,CANNNNNNOT,n e ʒ A d h A
2678,نکونام,n e k uː n ɒː m,نکونام,CANNNNNNOT,n e k A n A m
2679,نکونام,n æ k oː n ɒː m,نکونام,CANNNNNNOT,n a k oː n A m
2680,نیاز,n ɪ j ɒː z,نیاز,CANNNNNNOT,n i y A z
2681,نیازها,n iː j ɒː z h ɒː,نیازها,CANNNNNNOT,n i y A z h A
2682,نیایش,n i j ɑː j i ʃ,نیایش,CANNNNNNOT,n i y A y i S
2683,نیایش,n i j ɒː j e ʃ,نیایش,CANNNNNNOT,n i y A y e S
2684,نیایش,n i j ɒː j ɪ ʃ,نیایش,CANNNNNNOT,n i y A y i S
2685,نیایش,n i j ɔː j i ʃ,نیایش,CANNNNNNOT,n i y A y i S
2686,نیرومند,n iː ɾ uː m æ n d̪,نیرومند,CANNNNNNOT,n i r A m a n d̪
2687,نیزه,n e i̯ z e,نیزه,CANNNNNNOT,n e i̯ z e
2688,نیست,n e s t,نیست,CANNNNNNOT,n e s t
2689,نیست,n eː s t,نیست,CANNNNNNOT,n eː s t
2690,نیست,n iː s t,نیست,CANNNNNNOT,n i s t
2691,نیفه,n e f a,نیفه,CANNNNNNOT,n e f a
2692,نیفه,n eː f a,نیفه,CANNNNNNOT,n eː f a
2693,نیفه,n iː f e,نیفه,CANNNNNNOT,n i f e
2694,نیو,n e v,نیو,CANNNNNNOT,n e v
2695,نیو,n eː v,نیو,CANNNNNNOT,n eː v
2696,نیو,n eː w,نیو,CANNNNNNOT,n eː w
2697,نیو,n iː v,نیو,CANNNNNNOT,n i v
2698,نیوشا,n i j oː ʃ ɒː,نیوشا,CANNNNNNOT,n i y oː S A
2699,نیک,n e k,نیک,CANNNNNNOT,n e k
2700,نیک,n eː k,نیک,CANNNNNNOT,n eː k
2701,نیک,n iː k,نیک,CANNNNNNOT,n i k
2702,ه,a,ه,CANNNNNNOT,a
2703,ه,e,ه,CANNNNNNOT,e
2704,ه,h e,ه,CANNNNNNOT,h e
2705,هامون,h ɒː m uː n,هامون,CANNNNNNOT,h A m A n
2706,هجده,h e d ʒ d æ h,هجده,CANNNNNNOT,h e j d a h
2707,هجده,h e ʒ d æ h,هجده,CANNNNNNOT,h e ʒ d a h
2708,هجران,h i d͡ʒ ɾ ɒː n,هجران,CANNNNNNOT,h i j r A n
2709,هرات,h a ɾ ɑː t,هرات,CANNNNNNOT,h a r A t
2710,هرات,h a ɾ ɒː t,هرات,CANNNNNNOT,h a r A t
2711,هرات,h a ɾ ɔː t,هرات,CANNNNNNOT,h a r A t
2712,هرات,h æ ɾ ɒː t,هرات,CANNNNNNOT,h a r A t
2713,هرتز,h e ɾ t z,هرتز,CANNNNNNOT,h e r t z
2714,هزار,h e z ɒː ɾ,هزار,CANNNNNNOT,h e z A r
2715,هفته,h a f t a,هفته,CANNNNNNOT,h a f t a
2716,هفته,h æ f t e,هفته,CANNNNNNOT,h a f t e
2717,هفته‌ها,h æ f t e h ɒː,هفتهها,CANNNNNNOT,h a f t e h A
2718,هلو,h o l uː,هلو,CANNNNNNOT,h o l A
2719,همدم,h æ m d æ m,همدم,CANNNNNNOT,h a m d a m
2720,همساده,h o m s ɒː d e,همساده,CANNNNNNOT,h o m s A d e
2721,همساده,h æ m s ɒː d e,همساده,CANNNNNNOT,h a m s A d e
2722,همسده,h æ m s e d æ,همسده,CANNNNNNOT,h a m s e d a
2723,همه,h æ m e,همه,CANNNNNNOT,h a m e
2724,همه,h æ m e j e,همه,CANNNNNNOT,h a m e y e
2725,همچنین,h a m t ʃ a n i n,همچنین,CANNNNNNOT,h a m t S a n i n
2726,همچنین,h a m t ʃ a n iː n,همچنین,CANNNNNNOT,h a m t S a n i n
2727,همچنین,h æ m t ʃ e n iː n,همچنین,CANNNNNNOT,h a m t S e n i n
2728,همچنین,h æ m t ʃ æ n iː n,همچنین,CANNNNNNOT,h a m t S a n i n
2729,همیشه,h a m # e ʃ a,همیشه,CANNNNNNOT,h a m  e S a
2730,همیشه,h a m # eː ʃ a,همیشه,CANNNNNNOT,h a m  eː S a
2731,همیشه,h æ m # iː ʃ e,همیشه,CANNNNNNOT,h a m  i S e
2732,هند,h e n d,هند,CANNNNNNOT,h e n d
2733,هند,h i n d,هند,CANNNNNNOT,h i n d
2734,هند,h ɪ n d,هند,CANNNNNNOT,h i n d
2735,هندوانه,h e n d e v ɒː n e,هندوانه,CANNNNNNOT,h e n d e v A n e
2736,هندوستان,h e n d uː s t uː n,هندوستان,CANNNNNNOT,h e n d A s t A n
2737,هندوستان,h e n d uː s t ɒː n,هندوستان,CANNNNNNOT,h e n d A s t A n
2738,هندوستان,h i n d u s t ɔː n,هندوستان,CANNNNNNOT,h i n d u s t A n
2739,هندوستان,h i n d uː s t ɑː n,هندوستان,CANNNNNNOT,h i n d A s t A n
2740,هندوستان,h ɪ n d uː s t ɒː n,هندوستان,CANNNNNNOT,h i n d A s t A n
2741,هندی,h e n d iː,هندی,CANNNNNNOT,h e n d i
2742,هنر,h o n æ ɾ,هنر,CANNNNNNOT,h o n a r
2743,هنر,h u n a ɾ,هنر,CANNNNNNOT,h u n a r
2744,هنر,h ʊ n a ɾ,هنر,CANNNNNNOT,h ʊ n a r
2745,هنوز,h a n oː z,هنوز,CANNNNNNOT,h a n oː z
2746,هنوز,h a n ɵː z,هنوز,CANNNNNNOT,h a n ɵː z
2747,هنوز,h æ n uː z,هنوز,CANNNNNNOT,h a n A z
2748,هنی,h æ n iː,هنی,CANNNNNNOT,h a n i
2749,هواپیما,h a v ɑː p a j m ɑː,هواپیما,CANNNNNNOT,h a v A p a y m A
2750,هواپیما,h a v ɔː p a j m ɔː,هواپیما,CANNNNNNOT,h a v A p a y m A
2751,هواپیما,h a w ɒː p a j m ɒː,هواپیما,CANNNNNNOT,h a w A p a y m A
2752,هواپیما,h æ v ɒː p e j m ɒː,هواپیما,CANNNNNNOT,h a v A p e y m A
2753,هوتن,h uː t æ n,هوتن,CANNNNNNOT,h A t a n
2754,هوش,h oː ʃ,هوش,CANNNNNNOT,h oː S
2755,هوش,h uː ʃ,هوش,CANNNNNNOT,h A S
2756,هوش,h ɵː ʃ,هوش,CANNNNNNOT,h ɵː S
2757,هوشیار,h oː ʃ j ɑː ɾ,هوشیار,CANNNNNNOT,h oː S y A r
2758,هوشیار,h oː ʃ j ɒː ɾ,هوشیار,CANNNNNNOT,h oː S y A r
2759,هوشیار,h uː ʃ j ɒː ɾ,هوشیار,CANNNNNNOT,h A S y A r
2760,هوشیار,h ɵː ʃ j ɔː ɾ,هوشیار,CANNNNNNOT,h ɵː S y A r
2761,هی,h e j,هی,CANNNNNNOT,h e y
2762,هیزم,h e z u m,هیزم,CANNNNNNOT,h e z u m
2763,هیزم,h eː z u m,هیزم,CANNNNNNOT,h eː z u m
2764,هیزم,h eː z ʊ m,هیزم,CANNNNNNOT,h eː z ʊ m
2765,هیزم,h iː z o m,هیزم,CANNNNNNOT,h i z o m
2766,هیس,sː,هیس,CANNNNNNOT,sː
2767,هیچ,h e t ʃ,هیچ,CANNNNNNOT,h e t S
2768,هیچ,h eː t ʃ,هیچ,CANNNNNNOT,h eː t S
2769,هیچ,h iː t ʃ,هیچ,CANNNNNNOT,h i t S
2770,هیچ‌وقت,h e t ʃ v a q t,هیچوقت,CANNNNNNOT,h e t S v a q t
2771,هیچ‌وقت,h eː t ʃ v a q t,هیچوقت,CANNNNNNOT,h eː t S v a q t
2772,هیچ‌وقت,h eː t ʃ w a q t,هیچوقت,CANNNNNNOT,h eː t S w a q t
2773,هیچ‌وقت,h iː t ʃ v æ ɣ t,هیچوقت,CANNNNNNOT,h i t S v a q t
2774,و,o,و,CANNNNNNOT,o
2775,و,u,و,CANNNNNNOT,u
2776,و,v a,و,CANNNNNNOT,v a
2777,و,v æ,و,CANNNNNNOT,v a
2778,و,w a,و,CANNNNNNOT,w a
2779,و,ʊ,و,CANNNNNNOT,ʊ
2780,وارث,v ɑː r e s,وارث,CANNNNNNOT,v A r e s
2781,واقعا,v ɒ q e ʔ a n,واقعا,CANNNNNNOT,v ɒ q e a n
2782,والا,v æ e l l ɒː,والا,CANNNNNNOT,v a e l l A
2783,والا,v ɒː l ɒː,والا,CANNNNNNOT,v A l A
2784,واژه,v ɑː ʒ a,واژه,CANNNNNNOT,v A ʒ a
2785,واژه,v ɒː ʒ e,واژه,CANNNNNNOT,v A ʒ e
2786,واژه,v ɔː ʒ a,واژه,CANNNNNNOT,v A ʒ a
2787,واژه,w ɒː ʒ a,واژه,CANNNNNNOT,w A ʒ a
2788,واژه‌نامه,v ɒː ʒ e n ɒː m e,واژهنامه,CANNNNNNOT,v A ʒ e n A m e
2789,واژه‌ها,v ɒː ʒ e h ɒː,واژهها,CANNNNNNOT,v A ʒ e h A
2790,واژگان,v ɒː ʒ e ɡ ɒː n,واژگان,CANNNNNNOT,v A ʒ e ɡ A n
2791,وروجک,v o ɾ uː d͡ʒ æ kʲ,وروجک,CANNNNNNOT,v o r A j a kʲ
2792,وروجک,v u ɾ u d͡ʒ e kʲ,وروجک,CANNNNNNOT,v u r u j e kʲ
2793,وزغ,v æ z æ ɣ,وزغ,CANNNNNNOT,v a z a q
2794,وزیدن,v æ z iː d æ n,وزیدن,CANNNNNNOT,v a z i d a n
2795,وسیع,v a s e ʔ,وسیع,CANNNNNNOT,v a s e ʔ
2796,وسیع,v a s iː ʔ,وسیع,CANNNNNNOT,v a s i ʔ
2797,وسیع,v e s iː,وسیع,CANNNNNNOT,v e s i
2798,وسیع,v æ s iː ʔ,وسیع,CANNNNNNOT,v a s i ʔ
2799,وسیع,w a s iː ʔ,وسیع,CANNNNNNOT,w a s i ʔ
2800,وعده,v a ʔ d a,وعده,CANNNNNNOT,v a d a
2801,وعده,v æ ʔ d e,وعده,CANNNNNNOT,v a d e
2802,وعده,v æː d e,وعده,CANNNNNNOT,v aː d e
2803,وعده,w a ʔ d a,وعده,CANNNNNNOT,w a d a
2804,وقت,v æ q t,وقت,CANNNNNNOT,v a q t
2805,وقتی,v a q t e,وقتی,CANNNNNNOT,v a q t e
2806,وقتی,v a q t eː,وقتی,CANNNNNNOT,v a q t eː
2807,وقتی,v æ ɣ t iː,وقتی,CANNNNNNOT,v a q t i
2808,وقتی,w a q t eː,وقتی,CANNNNNNOT,w a q t eː
2809,ونوس,v e n uː s,ونوس,CANNNNNNOT,v e n A s
2810,ویستا,v i s t ɒ,ویستا,CANNNNNNOT,v i s t ɒ
2811,ویه,uː j e,ویه,CANNNNNNOT,A y e
2812,ویژگی‌ها,v iː ʒ e ɡ iː h ɒː,ویژگیها,CANNNNNNOT,v i ʒ e ɡ i h A
2813,پ,p,پ,CANNNNNNOT,p
2814,پ,p e,پ,CANNNNNNOT,p e
2815,پا,p ɒː,پا,CANNNNNNOT,p A
2816,پاداش,pʰ ɑː d̪ ɑː ʃ,پاداش,CANNNNNNOT,pʰ A d̪ A S
2817,پاداش,pʰ ɒː d̪ ɒː ʃ,پاداش,CANNNNNNOT,pʰ A d̪ A S
2818,پاداش,pʰ ɔː d̪ ɔː ʃ,پاداش,CANNNNNNOT,pʰ A d̪ A S
2819,پادشاه,p ɑː d i ʃ ɑː h,پادشاه,CANNNNNNOT,p A d i S A h
2820,پادشاه,p ɒː d e ʃ ɒː h,پادشاه,CANNNNNNOT,p A d e S A h
2821,پادشاه,p ɒː d ɪ ʃ ɒː h,پادشاه,CANNNNNNOT,p A d i S A h
2822,پادشاه,p ɔː d i ʃ ɔː h,پادشاه,CANNNNNNOT,p A d i S A h
2823,پارسال,pʰ ɒː ɾ s ɒː l,پارسال,CANNNNNNOT,pʰ A r s A l
2824,پارسه,p ɒː ɾ s e,پارسه,CANNNNNNOT,p A r s e
2825,پاره,p ɑː ɾ a,پاره,CANNNNNNOT,p A r a
2826,پاره,p ɒː ɾ a,پاره,CANNNNNNOT,p A r a
2827,پاره,p ɒː ɾ e,پاره,CANNNNNNOT,p A r e
2828,پاره,p ɔː ɾ a,پاره,CANNNNNNOT,p A r a
2829,پاپوش,p ɒː p oː ʃ,پاپوش,CANNNNNNOT,p A p oː S
2830,پاکستان,p ɑː k i s t ɑː n,پاکستان,CANNNNNNOT,p A k i s t A n
2831,پاکستان,p ɒː k e s t ɒː n,پاکستان,CANNNNNNOT,p A k e s t A n
2832,پاکستان,p ɒː k ɪ s t ɒː n,پاکستان,CANNNNNNOT,p A k i s t A n
2833,پاکستان,p ɔː k i s t ɔː n,پاکستان,CANNNNNNOT,p A k i s t A n
2834,پایه,p ɑː j a,پایه,CANNNNNNOT,p A y a
2835,پایه,p ɒː j a,پایه,CANNNNNNOT,p A y a
2836,پایه,p ɒː j e,پایه,CANNNNNNOT,p A y e
2837,پایه,p ɔː j a,پایه,CANNNNNNOT,p A y a
2838,پاییز,p ɑː iː z,پاییز,CANNNNNNOT,p A i z
2839,پاییز,p ɒː iː z,پاییز,CANNNNNNOT,p A i z
2840,پاییز,p ɔː i z,پاییز,CANNNNNNOT,p A i z
2841,پدر,p e d e ɾ,پدر,CANNNNNNOT,p e d e r
2842,پدیدار,p æ d iː d ɒː ɾ,پدیدار,CANNNNNNOT,p a d i d A r
2843,پذیرفتن,p a z i ɾ u f t a n,پذیرفتن,CANNNNNNOT,p a z i r u f t a n
2844,پذیرفتن,p a z iː ɾ ʊ f t a n,پذیرفتن,CANNNNNNOT,p a z i r ʊ f t a n
2845,پذیرفتن,p a ð iː ɾ u f t a n,پذیرفتن,CANNNNNNOT,p a ð i r u f t a n
2846,پذیرفتن,p e z iː ɾ o f t æ n,پذیرفتن,CANNNNNNOT,p e z i r o f t a n
2847,پذیرفتن,p æ z iː ɾ o f t æ n,پذیرفتن,CANNNNNNOT,p a z i r o f t a n
2848,پر,p o ɾ,پر,CANNNNNNOT,p o r
2849,پر,p u ɾ,پر,CANNNNNNOT,p u r
2850,پر,p æ ɾ,پر,CANNNNNNOT,p a r
2851,پر,p ʊ ɾ,پر,CANNNNNNOT,p ʊ r
2852,پرتگاه,p æ ɾ t ɡ ɒː h,پرتگاه,CANNNNNNOT,p a r t ɡ A h
2853,پردیس,p a ɾ d e s,پردیس,CANNNNNNOT,p a r d e s
2854,پردیس,p a ɾ d eː s,پردیس,CANNNNNNOT,p a r d eː s
2855,پردیس,p æ ɾ d iː s,پردیس,CANNNNNNOT,p a r d i s
2856,پرس,p o ɾ s,پرس,CANNNNNNOT,p o r s
2857,پرس,p u ɾ s,پرس,CANNNNNNOT,p u r s
2858,پرس,p ʊ ɾ s,پرس,CANNNNNNOT,p ʊ r s
2859,پرسش,p o ɾ s e ʃ,پرسش,CANNNNNNOT,p o r s e S
2860,پرسش,p u ɾ s i ʃ,پرسش,CANNNNNNOT,p u r s i S
2861,پرسش,p ʊ ɾ s ɪ ʃ,پرسش,CANNNNNNOT,p ʊ r s i S
2862,پرسیدن,p o ɾ s iː d æ n,پرسیدن,CANNNNNNOT,p o r s i d a n
2863,پرسیدن,p u ɾ s i d a n,پرسیدن,CANNNNNNOT,p u r s i d a n
2864,پرسیدن,p u ɾ s iː d a n,پرسیدن,CANNNNNNOT,p u r s i d a n
2865,پرسیدن,p ʊ ɾ s iː d a n,پرسیدن,CANNNNNNOT,p ʊ r s i d a n
2866,پرطرفدار,p o ɾ t æ ɾ æ f d ɒː ɾ,پرطرفدار,CANNNNNNOT,p o r t a r a f d A r
2867,پرنده,p æ ɾ ɪ n d æ,پرنده,CANNNNNNOT,p a r i n d a
2868,پرهیز,p a ɾ h e z,پرهیز,CANNNNNNOT,p a r h e z
2869,پرهیز,p a ɾ h eː z,پرهیز,CANNNNNNOT,p a r h eː z
2870,پرهیز,p æ ɾ h iː z,پرهیز,CANNNNNNOT,p a r h i z
2871,پروسه,p e ɾ o s e,پروسه,CANNNNNNOT,p e r o s e
2872,پروسه,p o ɾ o s e,پروسه,CANNNNNNOT,p o r o s e
2873,پروسه,p ɾ o s e,پروسه,CANNNNNNOT,p r o s e
2874,پروژه,p e ɾ o ʒ e,پروژه,CANNNNNNOT,p e r o ʒ e
2875,پروژه,p o ɾ o ʒ e,پروژه,CANNNNNNOT,p o r o ʒ e
2876,پروژه,p ɾ o ʒ e,پروژه,CANNNNNNOT,p r o ʒ e
2877,پروگرام,p e ɾ o ɡ e ɾ ɒː m,پروگرام,CANNNNNNOT,p e r o ɡ e r A m
2878,پروگرام,p o ɾ o ɡ e ɾ ɒː m,پروگرام,CANNNNNNOT,p o r o ɡ e r A m
2879,پروگرام,p ɾ o ɡ ɾ ɒː m,پروگرام,CANNNNNNOT,p r o ɡ r A m
2880,پرویز,p æ ɾ v iː z,پرویز,CANNNNNNOT,p a r v i z
2881,پرویز,p æ ɾ w eː z,پرویز,CANNNNNNOT,p a r w eː z
2882,پرکار,p o ɾ k ɒː ɾ,پرکار,CANNNNNNOT,p o r k A r
2883,پرگار,p æ ɾ ɡ ɒː ɾ,پرگار,CANNNNNNOT,p a r ɡ A r
2884,پری,p a ɾ iː,پری,CANNNNNNOT,p a r i
2885,پری,p æ ɾ iː,پری,CANNNNNNOT,p a r i
2886,پریشان,p æ ɾ eː ʃ ɒː n,پریشان,CANNNNNNOT,p a r eː S A n
2887,پسر,p e s e ɾ,پسر,CANNNNNNOT,p e s e r
2888,پسر,p æ s æ ɾ,پسر,CANNNNNNOT,p a s a r
2889,پسر,p ʊ s æ ɾ,پسر,CANNNNNNOT,p ʊ s a r
2890,پسی,p o s eː,پسی,CANNNNNNOT,p o s eː
2891,پش,p æ ʃ,پش,CANNNNNNOT,p a S
2892,پشت,p o ʃ t,پشت,CANNNNNNOT,p o S t
2893,پشت,p o ʃ t e,پشت,CANNNNNNOT,p o S t e
2894,پشت,p u ʃ t,پشت,CANNNNNNOT,p u S t
2895,پشت,p u ʃ t i,پشت,CANNNNNNOT,p u S t i
2896,پشت,p ʊ ʃ t,پشت,CANNNNNNOT,p ʊ S t
2897,پشت,p ʊ ʃ t ɪ,پشت,CANNNNNNOT,p ʊ S t i
2898,پشتون,p æ ʃ t uː n,پشتون,CANNNNNNOT,p a S t A n
2899,پشمین,p æ ʃ m iː n,پشمین,CANNNNNNOT,p a S m i n
2900,پشه,p æ ʃ e,پشه,CANNNNNNOT,p a S e
2901,پشه,p æ ʃː e,پشه,CANNNNNNOT,p a Sː e
2902,پشیمان,p æ ʃ iː m ɒː n,پشیمان,CANNNNNNOT,p a S i m A n
2903,پلان,p e l ɒː n,پلان,CANNNNNNOT,p e l A n
2904,پلان,p l ɒː n,پلان,CANNNNNNOT,p l A n
2905,پله,pʰ e l l e,پله,CANNNNNNOT,pʰ e l l e
2906,پله,pʰ i l l a,پله,CANNNNNNOT,pʰ i l l a
2907,پله,pʰ ɪ l l a,پله,CANNNNNNOT,pʰ i l l a
2908,پناهنده,p æ n ɒː h æ n d e,پناهنده,CANNNNNNOT,p a n A h a n d e
2909,پناهندگان,p æ n ɒː h æ n d e ɡ ɒː n,پناهندگان,CANNNNNNOT,p a n A h a n d e ɡ A n
2910,پنبه,p æ m b e,پنبه,CANNNNNNOT,p a m b e
2911,پنبه,p æ m b æ,پنبه,CANNNNNNOT,p a m b a
2912,پنج,pʰ æ n d͡ʒ,پنج,CANNNNNNOT,pʰ a n j
2913,پنجره,p æ n d͡ʒ æ ɾ æ,پنجره,CANNNNNNOT,p a n j a r a
2914,پنجه,p a n d ʒ a,پنجه,CANNNNNNOT,p a n j a
2915,پنجه,p æ n d ʒ e,پنجه,CANNNNNNOT,p a n j e
2916,پهلوان,p a h l a # v ɑː n,پهلوان,CANNNNNNOT,p a h l a  v A n
2917,پهلوان,p a h l a # v ɔː n,پهلوان,CANNNNNNOT,p a h l a  v A n
2918,پهلوان,p a h l a # w ɒː n,پهلوان,CANNNNNNOT,p a h l a  w A n
2919,پهلوان,p æ h l e # v uː n,پهلوان,CANNNNNNOT,p a h l e  v A n
2920,پهلوان,p æ h l e # v ɒː n,پهلوان,CANNNNNNOT,p a h l e  v A n
2921,پودنه,p u d i n a,پودنه,CANNNNNNOT,p u d i n a
2922,پودنه,p uː d e n e,پودنه,CANNNNNNOT,p A d e n e
2923,پودنه,p uː d i n a,پودنه,CANNNNNNOT,p A d i n a
2924,پودنه,p uː d ɪ n a,پودنه,CANNNNNNOT,p A d i n a
2925,پوده,p uː d æ,پوده,CANNNNNNOT,p A d a
2926,پودینه,p u d i n a,پودینه,CANNNNNNOT,p u d i n a
2927,پودینه,p uː d iː n a,پودینه,CANNNNNNOT,p A d i n a
2928,پودینه,p uː d iː n e,پودینه,CANNNNNNOT,p A d i n e
2929,پوزخند,p uː z x æ n d,پوزخند,CANNNNNNOT,p A z x a n d
2930,پوست,p oː s t,پوست,CANNNNNNOT,p oː s t
2931,پوست,p uː s t,پوست,CANNNNNNOT,p A s t
2932,پوست,p ɵː s t,پوست,CANNNNNNOT,p ɵː s t
2933,پوشاک,p oː ʃ ɑː k,پوشاک,CANNNNNNOT,p oː S A k
2934,پوشاک,p oː ʃ ɒː k,پوشاک,CANNNNNNOT,p oː S A k
2935,پوشاک,p uː ʃ ɒː k,پوشاک,CANNNNNNOT,p A S A k
2936,پوشاک,p ɵː ʃ ɔː k,پوشاک,CANNNNNNOT,p ɵː S A k
2937,پوشیدن,p oː ʃ iː d a n,پوشیدن,CANNNNNNOT,p oː S i d a n
2938,پوشیدن,p uː ʃ iː d æ n,پوشیدن,CANNNNNNOT,p A S i d a n
2939,پوشیدن,p ɵː ʃ i d a n,پوشیدن,CANNNNNNOT,p ɵː S i d a n
2940,پوهنتون,p oː h a n t uː n,پوهنتون,CANNNNNNOT,p oː h a n t A n
2941,پوپک,p oː p a k,پوپک,CANNNNNNOT,p oː p a k
2942,پوپک,p uː p æ k,پوپک,CANNNNNNOT,p A p a k
2943,پوپک,p ɵː p a k,پوپک,CANNNNNNOT,p ɵː p a k
2944,پی,p e j,پی,CANNNNNNOT,p e y
2945,پی,p iː,پی,CANNNNNNOT,p i
2946,پیاده,p i j ɑː d a,پیاده,CANNNNNNOT,p i y A d a
2947,پیاده,p i j ɒː d a,پیاده,CANNNNNNOT,p i y A d a
2948,پیاده,p i j ɒː d e,پیاده,CANNNNNNOT,p i y A d e
2949,پیاده,p i j ɔː d a,پیاده,CANNNNNNOT,p i y A d a
2950,پیادگان,p iː j ɒː d e ɡ ɒː n,پیادگان,CANNNNNNOT,p i y A d e ɡ A n
2951,پیاله,p i j ɑː l a,پیاله,CANNNNNNOT,p i y A l a
2952,پیاله,p i j ɒː l a,پیاله,CANNNNNNOT,p i y A l a
2953,پیاله,p i j ɒː l e,پیاله,CANNNNNNOT,p i y A l e
2954,پیاله,p i j ɔː l a,پیاله,CANNNNNNOT,p i y A l a
2955,پیر,p i j æ ɾ,پیر,CANNNNNNOT,p i y a r
2956,پیر,p iː ɾ,پیر,CANNNNNNOT,p i r
2957,پیرتر,p iː ɾ t æ ɾ,پیرتر,CANNNNNNOT,p i r t a r
2958,پیرترین,p iː ɾ t æ ɾ iː n,پیرترین,CANNNNNNOT,p i r t a r i n
2959,پیسه,p a j s a,پیسه,CANNNNNNOT,p a y s a
2960,پیسه,p e j s e,پیسه,CANNNNNNOT,p e y s e
2961,پیش,p e ʃ,پیش,CANNNNNNOT,p e S
2962,پیش,p eː ʃ,پیش,CANNNNNNOT,p eː S
2963,پیش,p iː ʃ,پیش,CANNNNNNOT,p i S
2964,پیشنهاد,p e ʃ n i h ɔː d,پیشنهاد,CANNNNNNOT,p e S n i h A d
2965,پیشنهاد,p eː ʃ n i h ɑː d,پیشنهاد,CANNNNNNOT,p eː S n i h A d
2966,پیشنهاد,p eː ʃ n ɪ h ɒː d,پیشنهاد,CANNNNNNOT,p eː S n i h A d
2967,پیشنهاد,p iː ʃ n e h ɒː d,پیشنهاد,CANNNNNNOT,p i S n e h A d
2968,پیشه,p e ʃ a,پیشه,CANNNNNNOT,p e S a
2969,پیشه,p eː ʃ a,پیشه,CANNNNNNOT,p eː S a
2970,پیشه,p iː ʃ e,پیشه,CANNNNNNOT,p i S e
2971,پیشوند,p e ʃ v a n d,پیشوند,CANNNNNNOT,p e S v a n d
2972,پیشوند,p eː ʃ v a n d,پیشوند,CANNNNNNOT,p eː S v a n d
2973,پیشوند,p eː ʃ w a n d,پیشوند,CANNNNNNOT,p eː S w a n d
2974,پیشوند,p iː ʃ v æ n d,پیشوند,CANNNNNNOT,p i S v a n d
2975,پیچ,p e t ʃ,پیچ,CANNNNNNOT,p e t S
2976,پیچ,p eː t ʃ,پیچ,CANNNNNNOT,p eː t S
2977,پیچ,p iː t ʃ,پیچ,CANNNNNNOT,p i t S
2978,پیچیدن,p e t ʃ i d a,پیچیدن,CANNNNNNOT,p e t S i d a
2979,پیچیدن,p eː t ʃ iː d a,پیچیدن,CANNNNNNOT,p eː t S i d a
2980,پیچیدن,p iː t ʃ iː d e,پیچیدن,CANNNNNNOT,p i t S i d e
2981,پیکر,p a j k a ɾ,پیکر,CANNNNNNOT,p a y k a r
2982,پیکر,p e j k æ ɾ,پیکر,CANNNNNNOT,p e y k a r
2983,چ,t ʃ,چ,CANNNNNNOT,t S
2984,چا,t ʃʰ ɒː,چا,CANNNNNNOT,t Sʰ A
2985,چاشت,t ʃʰ ɒː ʃ tʰ,چاشت,CANNNNNNOT,t Sʰ A S t
2986,چاشنی,t ʃʰ ɒː ʃ n iː,چاشنی,CANNNNNNOT,t Sʰ A S n i
2987,چاق,t ʃ ɑː q,چاق,CANNNNNNOT,t S A q
2988,چاق,t ʃ ɒː q,چاق,CANNNNNNOT,t S A q
2989,چاق,t ʃ ɒː ɣ,چاق,CANNNNNNOT,t S A q
2990,چاق,t ʃ ɔː q,چاق,CANNNNNNOT,t S A q
2991,چای,t ʃ ɑː j,چای,CANNNNNNOT,t S A y
2992,چای,t ʃ ɒː j,چای,CANNNNNNOT,t S A y
2993,چای,t ʃ ɔː j,چای,CANNNNNNOT,t S A y
2994,چراغ,t ʃ e ɾ ɒː ɣ ~ t ʃ æ ɾ ɒː ɣ,چراغ,CANNNNNNOT,t S e r A q ~ t S a r A q
2995,چراغ,t ʃ i ɾ ɑː ɣ ~ t ʃ a ɾ ɑː ɣ,چراغ,CANNNNNNOT,t S i r A q ~ t S a r A q
